VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_18	0sY5frjH9nw_18-8-rgb_front	65.36	68.69	OK, then you're going to have to find something to ignite it with.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_19	0sY5frjH9nw_19-8-rgb_front	68.78	73.46	Some people have sparker's a lighter, matches, flint and steel.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_20	0sY5frjH9nw_20-8-rgb_front	74.06	77.89	If you don't have that you can use two pieces of rock, hard rock.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_21	0sY5frjH9nw_21-8-rgb_front	79.82	83.78	Most of the time they'll lay a spark just might take a little longer but first off when you do get lost or stranded.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_22	0sY5frjH9nw_22-8-rgb_front	84.16	86.49	You all ways want to make a fire first.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_23	0sY5frjH9nw_23-8-rgb_front	86.49	93.71	This'll help you the most in the long run and that's how to build you a speed fire in case you're surviving nature.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_3	0sY5frjH9nw_3-8-rgb_front	20.5	24.19	You don't want to be messing around with any other stuff.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_4	0sY5frjH9nw_4-8-rgb_front	24.19	25.28	You want to have a fire.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_5	0sY5frjH9nw_5-8-rgb_front	25.28	31.41	Not only does this give you light it gives you warmth but most of all it gives you that personal feeling of safety.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_6	0sY5frjH9nw_6-8-rgb_front	31.41	33.15	Knowing that you have a fire around you.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_7	0sY5frjH9nw_7-8-rgb_front	33.58	36.92	To build this you're going to look for some small kindling.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_8	0sY5frjH9nw_8-8-rgb_front	36.91	40.25	Small dry stuff leafs, pin straw.
0sY5frjH9nw	0sY5frjH9nw-8-rgb_front	0sY5frjH9nw_9	0sY5frjH9nw_9-8-rgb_front	41.29	42.22	Pull some of the interior of your socks out.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_0	0sYti1jhaww_0-8-rgb_front	0.37	3.43	So now we've finished the whole Uncial alphabet.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_1	0sYti1jhaww_1-8-rgb_front	4.03	6.67	Again, it has just lower case, no capital letters.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_10	0sYti1jhaww_10-8-rgb_front	50.82	54.94	Maybe we, we can't avoid the letters we don't like.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_11	0sYti1jhaww_11-8-rgb_front	54.34	63.39	So a recommendation might be to write a whole string of letters, that one for each letter of the alphabet.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_12	0sYti1jhaww_12-8-rgb_front	63.92	65.32	And practicing that way.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_13	0sYti1jhaww_13-8-rgb_front	65.32	68.52	So that you keep your hand in good practice.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_2	0sYti1jhaww_2-8-rgb_front	6.67	10.16	And I think the best thing to do now, is to practice those letters.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_3_4	0sYti1jhaww_3_4-8-rgb_front	11.16	21.41	"Now sometimes when we are practicing we tend to say, ""o.k., I'm going to make five As"". Make your five As etc."
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_5	0sYti1jhaww_5-8-rgb_front	21.41	24.05	But it's not necessarily the best way to practice.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_6	0sYti1jhaww_6-8-rgb_front	24.05	31.36	I'd like to think about putting the letters together with other letters that would be naturally occurring.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_7	0sYti1jhaww_7-8-rgb_front	32.87	34.88	So we're going to make words.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_8	0sYti1jhaww_8-8-rgb_front	34.88	38.56	And in practicing words, you practice how the letters fit together.
0sYti1jhaww	0sYti1jhaww-8-rgb_front	0sYti1jhaww_9	0sYti1jhaww_9-8-rgb_front	43.11	47.06	And you also practice a bigger assortment of letters.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_0	0sal9F4RXeY_0-8-rgb_front	0.6	10.07	Today we're at Deluxe Clothing Store where we sell resale clothing and local designers fashions and we also do alterations.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_1	0sal9F4RXeY_1-8-rgb_front	10.58	14.01	And today we're going to demonstrate doing repairs on clothing.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_10	0sal9F4RXeY_10-8-rgb_front	73.33	78.35	The second loop you do close to the first but not right into the first because it'll just pull the thread out.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_11	0sal9F4RXeY_11-8-rgb_front	78.35	89.53	And I know it's kind of hard to see because we've got matching thread but three loops will lock it into practically any fabric you use whether it be really slippery fabric or really heavy duty fabric.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_12	0sal9F4RXeY_12-8-rgb_front	89.53	97.97	And I like to mend from the outside because it seems that you can gage how neat it's looking as you're going along.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_13	0sal9F4RXeY_13-8-rgb_front	100.01	113.19	Okay so I've got my loops on the inside and what I'm going to do is see where your hole is, I like to kind of round up the edges a little bit first to kind of get any loose edges.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_14	0sal9F4RXeY_14-8-rgb_front	113.22	116.27	And sometimes it's a matter of just kind of reweaving a little hole.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_15	0sal9F4RXeY_15-8-rgb_front	116.65	124.65	You can do that with a crochet needle if it's a big sweater.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_16	0sal9F4RXeY_16-8-rgb_front	124.65	133.31	But if it's a little part like this you want to get close but not to close to the edges because then it'll just pull out the broken threads.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_17	0sal9F4RXeY_17-8-rgb_front	133.5	137.25	So you just go from one side over to the other side and pull it taut but don't buckle it.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_18	0sal9F4RXeY_18-8-rgb_front	138.58	147.19	Now I know there's different methods where you can make it look like it's disappearing or if your hole is more length wise you want to do it side to side.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_19	0sal9F4RXeY_19-8-rgb_front	146.76	156.98	You want to make it kind of blend in as much as possible with the knitting or the grain of the fabric.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_2	0sal9F4RXeY_2-8-rgb_front	14.76	19.89	And this repair today will be mending a hole in a sweater.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_20	0sal9F4RXeY_20-8-rgb_front	156.98	160.1	As you can see it's closing up very nicely.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_21	0sal9F4RXeY_21-8-rgb_front	165.01	170.75	So you want to do it close enough, again, where you're getting a nice strong bond.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_22	0sal9F4RXeY_22-8-rgb_front	177.59	181.44	And I'm actually kind of at the end of the hole here.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_23	0sal9F4RXeY_23-8-rgb_front	182.46	184.72	And you can go over it the opposite way, too.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_24	0sal9F4RXeY_24-8-rgb_front	184.72	197.38	If you know the broken thread is right where your fabric is you can also do the, I'm going to bring my needle back through the back side, and you can reinforce it by doing those three loops at the end.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_25	0sal9F4RXeY_25-8-rgb_front	198.05	203.01	If there's a particularly, if there's an area that looks like it's going to unravel more.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_26	0sal9F4RXeY_26-8-rgb_front	203.01	207.13	But I think this one is pretty successful just doing it once over like this.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_27	0sal9F4RXeY_27-8-rgb_front	207.13	215.37	You do your three little knots, or three, not knots, you do your three little loops to lock it back into place.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_28	0sal9F4RXeY_28-8-rgb_front	215.97	225.47	And you don't want to cut your thread super close to the fabric because if there's any pull the first time you wear it it'll tend to maybe pull on the first loop.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_29	0sal9F4RXeY_29-8-rgb_front	225.47	228.75	So you just leave about an eighth of an inch.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_3	0sal9F4RXeY_3-8-rgb_front	21.25	37.89	So the first thing you want to do is match up your thread and when you do matching threads you make sure you take the thread sample off the spool because it can look completely different than if you just hold the spool up next to it.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_30	0sal9F4RXeY_30-8-rgb_front	228.75	230.14	And there's our mending.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_31	0sal9F4RXeY_31-8-rgb_front	230.15	233.02	I mean sometimes it shows more than other times.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_32	0sal9F4RXeY_32-8-rgb_front	233.41	236.33	You can also set it by kind of pressing it.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_33	0sal9F4RXeY_33-8-rgb_front	236.63	241.99	Stretching a little bit in different directions to make it disappear more into the fabric.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_34	0sal9F4RXeY_34-8-rgb_front	242.47	248.16	And sometimes just ironing it will help but.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_35	0sal9F4RXeY_35-8-rgb_front	248.84	255.84	Ironing will help to set the part that you kind of pulled taut in there and it'll set it down flatter.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_36	0sal9F4RXeY_36-8-rgb_front	256.51	261.48	So that's just an easy stitching of a hole.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_4	0sal9F4RXeY_4-8-rgb_front	37.89	42.82	It can look totally off, darker or lighter.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_5	0sal9F4RXeY_5-8-rgb_front	42.82	50.1	So when you take a piece of thread off and hold it against the fabric and it kind of disappears then you know you've got the right color.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_6	0sal9F4RXeY_6-8-rgb_front	50.1	54.94	So you just take a length of thread not too long because the longer it is the more it tends to knot.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_7	0sal9F4RXeY_7-8-rgb_front	55.19	62.13	And I personally do not use knots because they can wear off, pull out.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_8	0sal9F4RXeY_8-8-rgb_front	62.13	66.03	So I use three little loops to start my sewing.
0sal9F4RXeY	0sal9F4RXeY-8-rgb_front	0sal9F4RXeY_9	0sal9F4RXeY_9-8-rgb_front	68.95	72.08	And you can start by doing just three tiny little places.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_0	0sat-Ibig34_0-11-rgb_front	0.51	10.09	In this clip, I am going to be showing you how to make transitions between your cuts and your videos before putting them on dvd.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_1	0sat-Ibig34_1-11-rgb_front	10.5	16.97	I will be using windows movie maker but you can use what ever application you want.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_10	0sat-Ibig34_10-11-rgb_front	100.66	104.3	This one looks cool and now we can watch it back and see.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_11	0sat-Ibig34_11-11-rgb_front	109.71	127.37	So I will just go back to the time line and move the head right in front of where its will happen and play the footage and you can see.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_12	0sat-Ibig34_12-11-rgb_front	127.37	132.24	There is one, moving it forward here, and there is another, and that one is kind of of cool.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_13	0sat-Ibig34_13-11-rgb_front	144.51	148.26	Ok, so that is how the transitions work.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_14	0sat-Ibig34_14-11-rgb_front	148.26	159.92	Going back to story board here, if you want to delete one just right click and hit delete or you can copy it and move it over to another clip or you can play it.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_15	0sat-Ibig34_15-11-rgb_front	161.53	179.17	A bunch of options, so that is how you use video transitions in windows movie maker while editing.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_2	0sat-Ibig34_2-11-rgb_front	16.98	26.8	Windows movie making is a trademark of Microsoft, a company of which I have not affiliation with what so ever.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_3	0sat-Ibig34_3-11-rgb_front	26.81	42.35	Ok, so we are in windows movie maker again and I have already imported a clip and have split it up and made a couple cuts here, here and here.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_4	0sat-Ibig34_4-11-rgb_front	42.36	59.1	So we are going to add some transitions, so what you do is go to story board mode by clicking right here and you will see each of these clips.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_5	0sat-Ibig34_5-11-rgb_front	61.35	68.85	You will also see these boxes in between these clips that represent a cut in each of these boxes.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_6	0sat-Ibig34_6-11-rgb_front	71.11	73.69	So what you want to do is put a transition here.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_7	0sat-Ibig34_7-11-rgb_front	73.69	83.23	You can find transitions by going to the tab and clicking video transitions or you can go to tools and find them right here; you get a bunch of transitions here.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_8	0sat-Ibig34_8-11-rgb_front	86.78	98.07	You just pick one, to select, hold it down with the mouse and drop it in the box.
0sat-Ibig34	0sat-Ibig34-11-rgb_front	0sat-Ibig34_9	0sat-Ibig34_9-11-rgb_front	98.07	100.66	I will just choose some random ones here.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_0	0seuqtcVF_E_0-5-rgb_front	0.84	10.72	Hi this is Yolanda from vanveenbulbs.com, and in this section we're going to talk about how to control corn ear worms.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_1	0seuqtcVF_E_1-5-rgb_front	11.17	24.51	Now there's all types of bugs that affect our crops in the United States, and a big problem right now for all the corn industries is the corn ear worm.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_11	0seuqtcVF_E_11-5-rgb_front	141.45	150.82	So even if something is marked organic, it might still be dangerous to other animals, and to different pets, and other bugs.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_12	0seuqtcVF_E_12-5-rgb_front	150.82	158.95	So always do your research and find out, and try the most natural methods first.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_2	0seuqtcVF_E_2-5-rgb_front	24.52	37.04	Basically it really is a caterpillar that gets into the corn, and then makes a little cocoon, and then turns into a moth.
0seuqtcVF_E	0seuqtcVF_E-5-rgb_front	0seuqtcVF_E_3	0seuqtcVF_E_3-5-rgb_front	37.05	50.41	It eats into the corn and does terrible damage, and so it can ruin a whole crop, but there is different types of methods that you can use to rid the corn fields of the corn ear worms.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_1	0sff0qsiAbw_1-8-rgb_front	2.4	5.32	We're getting ready to assemble our button mirror now.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_10	0sff0qsiAbw_10-8-rgb_front	46.98	49.33	This is a little magnet you can stick on here.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_11	0sff0qsiAbw_11-8-rgb_front	49.86	57.6	You can put them on little stands and have them to people to--always take wedding pictures from people and put it on their [SOUNDSA LIKE] built-up sign.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_12	0sff0qsiAbw_12-8-rgb_front	57.6	61.24	So you can make them into a lot of different things once you get going.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_13	0sff0qsiAbw_13-8-rgb_front	61.27	65.1	But mirrors, I found that most people like them the best.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_14	0sff0qsiAbw_14-8-rgb_front	65.1	67.71	So now we're going to put it in here, assemble it up.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_15	0sff0qsiAbw_15-8-rgb_front	67.71	75.32	First we put in our hologram paper, then we put in our newly designed and colored transparency.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_16	0sff0qsiAbw_16-8-rgb_front	75.32	77.66	Now we put a piece of miter over on it.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_17	0sff0qsiAbw_17-8-rgb_front	77.66	83.57	This holds it together and keeps it from falling apart once it goes into the press and then we just press it down.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_18	0sff0qsiAbw_18-8-rgb_front	84.38	85.44	That's stage one.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_2	0sff0qsiAbw_2-8-rgb_front	5.46	11.46	I just want to let you know these things come in all different sizes and shapes, from one inch all the way up to six inch.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_3	0sff0qsiAbw_3-8-rgb_front	12.46	20.17	Also I want to mention, when I cut this, this is tempered glass, and if you want to get a good smooth cut, always cut on tempered glass.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_4	0sff0qsiAbw_4-8-rgb_front	20.35	21.62	It won't dull your blade.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_5	0sff0qsiAbw_5-8-rgb_front	21.69	25.87	If you noticed, this is just a razorblade and it won't dull the razorblade.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_6	0sff0qsiAbw_6-8-rgb_front	25.87	30.37	If you cut on regular glass, it's going to dull your blade really quick and will ruin it fast.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_7	0sff0qsiAbw_7-8-rgb_front	31.21	36.21	So now, we're getting ready to put this into our device, in our button press.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_8	0sff0qsiAbw_8-8-rgb_front	36.28	43.83	First thing we need, this is called a shell, and we'll put it in, assemble here.
0sff0qsiAbw	0sff0qsiAbw-8-rgb_front	0sff0qsiAbw_9	0sff0qsiAbw_9-8-rgb_front	43.97	46.87	With this, you can make buttons, mirrors.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_0	0syI-83QSVM_0-8-rgb_front	0.63	1.31	Hello!
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_10	0syI-83QSVM_10-8-rgb_front	64.89	70.28	Wood peckers and gold finches, typically have a very strongly undulating flight as they travel.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_11	0syI-83QSVM_11-8-rgb_front	71.04	91.15	Other birds like the eastern king bird typically fly on the tips of their wings and have a very peculiar flickering flight, swallows like these purple martins off to my left here, skim and swoop so these would all be behavioral features that would be very useful in helping you identify an unfamiliar bird.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_12	0syI-83QSVM_12-8-rgb_front	92.21	97.53	In general, when we first see a bird, we want to try and put it into some sort of a category.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_13	0syI-83QSVM_13-8-rgb_front	98.62	111.04	This of course can be based on the way birds are classified and in fact, in most of the popular field guides today, birds are actually grouped and organized based on their scientific classification.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_14	0syI-83QSVM_14-8-rgb_front	112.03	122.95	If we start with the water birds, which typically occur first in the taxonomic higher arky that's typical of most field guides, we are obviously looking at fairly large birds.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_15	0syI-83QSVM_15-8-rgb_front	123.26	136.03	Many of which in deed are associated with wetlands, as appose to many of the forest and woodland birds that would be much smaller and would obviously be more settle in terms of some of their identification characteristics.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_16	0syI-83QSVM_16-8-rgb_front	136.51	147.75	So as we move forward through some of these different groups of birds, we would be using different characteristics and different features as we begin to put them into categories that can be useful for field identification.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_2	0syI-83QSVM_2-8-rgb_front	3.47	9.35	My name is Wayne Peterson and I'm the director of the Important Bird Areas Program for the Massachusetts Audubon Society.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_3	0syI-83QSVM_3-8-rgb_front	9.99	24.33	Today we're here at the Daniel Webster Wildlife Sanctuary in Marshfield, Massachusetts where we'll be talking about bird identification and some of the equipment and essential tools that are useful to get one started in this incredibly interesting pastime.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_4	0syI-83QSVM_4-8-rgb_front	25.74	34.48	One of the things that's very important as we begin to think about identifying birds in the field is to sort of understand what we need to look for.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_5	0syI-83QSVM_5-8-rgb_front	34.99	42.13	We mentioned briefly the topographical features of the bird, but there are other things in addition to the physical appearance of the bird.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_6	0syI-83QSVM_6-8-rgb_front	42.9	43.81	For example, habit.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_7	0syI-83QSVM_7-8-rgb_front	44.23	59.34	We're in a meadow here at Daniel Webster Wildlife Sanctuary where we have a pond behind me and fields and meadows in this direction, so that obviously there are certain birds that we can reasonably expect in these kinds of habitats.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_8	0syI-83QSVM_8-8-rgb_front	59.77	61.99	At the same time, we can use behavior.
0syI-83QSVM	0syI-83QSVM-8-rgb_front	0syI-83QSVM_9	0syI-83QSVM_9-8-rgb_front	62.71	64.65	For example, the way a bird flies.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_0	0t19eYsWPyg_0-8-rgb_front	0.47	7.63	Now that you have the focal flowers in, the next thing we need to do is to add some accent flowers along with this.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_1	0t19eYsWPyg_1-8-rgb_front	9.32	18.03	One of the things that's the best to do and to help keep the cost down on doing flower arrangements in silk is you buy a bush.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_10	0t19eYsWPyg_10-8-rgb_front	103.07	108.92	But you need to put some color in there as well so it looks good from a distance.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_11	0t19eYsWPyg_11-8-rgb_front	109.89	114.76	Okay and the other thing is is this is a typical different flower.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_12	0t19eYsWPyg_12-8-rgb_front	114.76	119.54	We're going to start adding texture to it and that will be another part of the filler flowers that we add.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_13	0t19eYsWPyg_13-8-rgb_front	119.98	121.3	So right now what we're doing is putting in filler to support the main rose flowers.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_14	0t19eYsWPyg_14-8-rgb_front	121.31	123.54	And that's the end of this step.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_2	0t19eYsWPyg_2-8-rgb_front	18.09	21.89	Which is consistent of flowers together coming down to one stem and then you can cut them apart.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_3	0t19eYsWPyg_3-8-rgb_front	21.89	28.91	So what you try to do is you cut your flowers to a reasonable length that you think will work in the bridal bouquet.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_4	0t19eYsWPyg_4-8-rgb_front	28.91	33.52	And you can start placing them in supporting the look of your focal flowers.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_5	0t19eYsWPyg_5-8-rgb_front	47.03	53.56	And the other positive thing about doing silk flowers is that you can just bend and arrange them any which way you like.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_6	0t19eYsWPyg_6-8-rgb_front	53.56	64.29	Fresh flowers it's basically God's made them and you've just got to work with what He's given you to do it.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_7	0t19eYsWPyg_7-8-rgb_front	87.07	94.18	You need to make sure that you're keeping an eye on the fact that this is going to be rounded or seen also from the side.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_8	0t19eYsWPyg_8-8-rgb_front	94.25	98.14	So we need to make sure that the side is covered as well.
0t19eYsWPyg	0t19eYsWPyg-8-rgb_front	0t19eYsWPyg_9	0t19eYsWPyg_9-8-rgb_front	98.24	102.37	But this is usually what you use with the smaller flowers and your greeneries.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_0	0t4O9jMywAo_0-11-rgb_front	0.43	8.98	Along with your considerations for what you'll want to buy as a telescope, you'll also want to spend some time wondering what you're going to look at.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_1	0t4O9jMywAo_1-11-rgb_front	9.46	10.43	How you're going to find it.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_10	0t4O9jMywAo_10-11-rgb_front	51.37	69.2	Another one, go to your local book store, find atlas cards, Peterson's Field Guide to the Stars and planets, Norton's Guide to the Stars.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_11	0t4O9jMywAo_11-11-rgb_front	69.61	74.81	There are several excellent books, but you'll want to know what you want to look at with your telescope before you actually purchase the telescope.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_12	0t4O9jMywAo_12-11-rgb_front	76.22	82.15	There may be some advantages that you don't know until you know what you want to study.
0t4O9jMywAo	0t4O9jMywAo-11-rgb_front	0t4O9jMywAo_2	0t4O9jMywAo_2-11-rgb_front	10.53	18.76	This is a very inexpensive and wonderful device called a planisphere.
